Methods,2,4,8,16
naive,1.6731,2.9109,5.0917,6.1330
bitwise,1.7274,3.0936,4.9520,5.8163
trans,1.7133,3.0898,4.8986,5.8876
simd,1.7481,3.0633,4.7555,5.4783
numa,1.5029,2.7152,4.6903,8.3520
