NumThreads,Result,Time,
1,1.49439e+17,0.528169,
2,1.49439e+17,0.269894,
4,1.49439e+17,0.153445,
8,1.49439e+17,0.0964708,
16,1.49439e+17,0.0578801,
1,1.49439e+17,0.438682,
2,1.49439e+17,0.268275,
4,1.49439e+17,0.150794,
8,1.49439e+17,0.0907679,
16,1.49439e+17,0.0889321,
1,1.49439e+17,0.448982,
2,1.49439e+17,0.27022,
4,1.49439e+17,0.153297,
8,1.49439e+17,0.0954276,
16,1.49439e+17,0.101555,
1,1.49439e+17,0.455698,
2,1.49439e+17,0.268263,
4,1.49439e+17,0.150225,
8,1.49439e+17,0.0934743,
16,1.49439e+17,0.0871571,
1,1.49439e+17,0.527185,
2,1.49439e+17,0.270353,
4,1.49439e+17,0.150925,
8,1.49439e+17,0.0908684,
16,1.49439e+17,0.072642,
1,1.49439e+17,0.443267,
2,1.49439e+17,0.269159,
4,1.49439e+17,0.151069,
8,1.49439e+17,0.096039,
16,1.49439e+17,0.0809341,
1,1.49439e+17,0.530757,
2,1.49439e+17,0.26899,
4,1.49439e+17,0.151831,
8,1.49439e+17,0.0966002,
16,1.49439e+17,0.0836281,
1,1.49439e+17,0.507206,
2,1.49439e+17,0.269097,
4,1.49439e+17,0.151259,
8,1.49439e+17,0.0907774,
16,1.49439e+17,0.0951945,
1,1.49439e+17,0.485015,
2,1.49439e+17,0.269371,
4,1.49439e+17,0.152179,
8,1.49439e+17,0.118505,
16,1.49439e+17,0.08949,
1,1.49439e+17,0.473602,
2,1.49439e+17,0.269506,
4,1.49439e+17,0.152057,
8,1.49439e+17,0.0962221,
16,1.49439e+17,0.0979733,
1,1.49439e+17,0.509924,
2,1.49439e+17,0.270422,
4,1.49439e+17,0.149952,
8,1.49439e+17,0.108356,
16,1.49439e+17,0.0858221,
1,1.49439e+17,0.507755,
2,1.49439e+17,0.269338,
4,1.49439e+17,0.153444,
8,1.49439e+17,0.0942231,
16,1.49439e+17,0.0854977,
1,1.49439e+17,0.384178,
2,1.49439e+17,0.267734,
4,1.49439e+17,0.149658,
8,1.49439e+17,0.0926896,
16,1.49439e+17,0.0768178,
1,1.49439e+17,0.377133,
2,1.49439e+17,0.26832,
4,1.49439e+17,0.149728,
8,1.49439e+17,0.0958053,
16,1.49439e+17,0.104627,
1,1.49439e+17,0.50698,
2,1.49439e+17,0.269182,
4,1.49439e+17,0.15205,
8,1.49439e+17,0.0963516,
16,1.49439e+17,0.0978816,
1,1.49439e+17,0.509064,
2,1.49439e+17,0.268803,
4,1.49439e+17,0.150267,
8,1.49439e+17,0.0921905,
16,1.49439e+17,0.0924646,
1,1.49439e+17,0.408176,
2,1.49439e+17,0.269168,
4,1.49439e+17,0.151192,
8,1.49439e+17,0.0959284,
16,1.49439e+17,0.0874848,
1,1.49439e+17,0.51404,
2,1.49439e+17,0.268438,
4,1.49439e+17,0.149651,
8,1.49439e+17,0.0962807,
16,1.49439e+17,0.0550498,
1,1.49439e+17,0.458299,
2,1.49439e+17,0.269099,
4,1.49439e+17,0.149021,
8,1.49439e+17,0.0930265,
16,1.49439e+17,0.0896825,
1,1.49439e+17,0.508815,
2,1.49439e+17,0.269799,
4,1.49439e+17,0.151393,
8,1.49439e+17,0.0964456,
16,1.49439e+17,0.0852178,
1,1.49439e+17,0.509659,
2,1.49439e+17,0.270689,
4,1.49439e+17,0.150886,
8,1.49439e+17,0.108517,
16,1.49439e+17,0.0934561,
1,1.49439e+17,0.53103,
2,1.49439e+17,0.269071,
4,1.49439e+17,0.215213,
8,1.49439e+17,0.121472,
16,1.49439e+17,0.0514165,
1,1.49439e+17,0.493015,
2,1.49439e+17,0.268654,
4,1.49439e+17,0.149059,
8,1.49439e+17,0.0963635,
16,1.49439e+17,0.0937722,
1,1.49439e+17,0.503531,
2,1.49439e+17,0.26893,
4,1.49439e+17,0.1949,
8,1.49439e+17,0.0933374,
16,1.49439e+17,0.0696291,
1,1.49439e+17,0.51018,
2,1.49439e+17,0.268326,
4,1.49439e+17,0.151004,
8,1.49439e+17,0.0931076,
16,1.49439e+17,0.0653853,
1,1.49439e+17,0.347085,
2,1.49439e+17,0.268992,
4,1.49439e+17,0.150563,
8,1.49439e+17,0.0965047,
16,1.49439e+17,0.0781646,
1,1.49439e+17,0.517825,
2,1.49439e+17,0.267802,
4,1.49439e+17,0.148618,
8,1.49439e+17,0.0925719,
16,1.49439e+17,0.113158,
1,1.49439e+17,0.395703,
2,1.49439e+17,0.269791,
4,1.49439e+17,0.150227,
8,1.49439e+17,0.118669,
16,1.49439e+17,0.0884128,
1,1.49439e+17,0.50951,
2,1.49439e+17,0.269158,
4,1.49439e+17,0.150729,
8,1.49439e+17,0.0928665,
16,1.49439e+17,0.083359,
1,1.49439e+17,0.475218,
2,1.49439e+17,0.267726,
4,1.49439e+17,0.150692,
8,1.49439e+17,0.124127,
16,1.49439e+17,0.0928612,
1,1.49439e+17,0.503382,
2,1.49439e+17,0.26863,
4,1.49439e+17,0.167933,
8,1.49439e+17,0.0903029,
16,1.49439e+17,0.0896604,
1,1.49439e+17,0.445736,
2,1.49439e+17,0.268847,
4,1.49439e+17,0.15073,
8,1.49439e+17,0.0960004,
16,1.49439e+17,0.0993651,
1,1.49439e+17,0.511723,
2,1.49439e+17,0.269207,
4,1.49439e+17,0.153321,
8,1.49439e+17,0.0969285,
16,1.49439e+17,0.111625,
1,1.49439e+17,0.381349,
2,1.49439e+17,0.269271,
4,1.49439e+17,0.151295,
8,1.49439e+17,0.0920236,
16,1.49439e+17,0.0823982,
1,1.49439e+17,0.383769,
2,1.49439e+17,0.269522,
4,1.49439e+17,0.151701,
8,1.49439e+17,0.091999,
16,1.49439e+17,0.0976107,
1,1.49439e+17,0.532623,
2,1.49439e+17,0.268905,
4,1.49439e+17,0.161881,
8,1.49439e+17,0.0902856,
16,1.49439e+17,0.0943249,
1,1.49439e+17,0.534081,
2,1.49439e+17,0.26984,
4,1.49439e+17,0.149005,
8,1.49439e+17,0.0943256,
16,1.49439e+17,0.0843455,
1,1.49439e+17,0.487314,
2,1.49439e+17,0.27029,
4,1.49439e+17,0.153477,
8,1.49439e+17,0.106372,
16,1.49439e+17,0.0862072,
1,1.49439e+17,0.491424,
2,1.49439e+17,0.264902,
4,1.49439e+17,0.151115,
8,1.49439e+17,0.097534,
16,1.49439e+17,0.0962685,
1,1.49439e+17,0.340487,
2,1.49439e+17,0.267768,
4,1.49439e+17,0.148444,
8,1.49439e+17,0.096467,
16,1.49439e+17,0.0848774,
1,1.49439e+17,0.484045,
2,1.49439e+17,0.270205,
4,1.49439e+17,0.15019,
8,1.49439e+17,0.0952135,
16,1.49439e+17,0.0914208,
1,1.49439e+17,0.485353,
2,1.49439e+17,0.269397,
4,1.49439e+17,0.151125,
8,1.49439e+17,0.0919671,
16,1.49439e+17,0.0578275,
1,1.49439e+17,0.34483,
2,1.49439e+17,0.278611,
4,1.49439e+17,0.154429,
8,1.49439e+17,0.0966967,
16,1.49439e+17,0.0618778,
1,1.49439e+17,0.426217,
2,1.49439e+17,0.269664,
4,1.49439e+17,0.152271,
8,1.49439e+17,0.0944667,
16,1.49439e+17,0.0799185,
1,1.49439e+17,0.447973,
2,1.49439e+17,0.26817,
4,1.49439e+17,0.151469,
8,1.49439e+17,0.12428,
16,1.49439e+17,0.0816756,
1,1.49439e+17,0.507418,
2,1.49439e+17,0.269242,
4,1.49439e+17,0.152205,
8,1.49439e+17,0.0963712,
16,1.49439e+17,0.100221,
1,1.49439e+17,0.505901,
2,1.49439e+17,0.316749,
4,1.49439e+17,0.172839,
8,1.49439e+17,0.109753,
16,1.49439e+17,0.0874105,
1,1.49439e+17,0.52792,
2,1.49439e+17,0.267956,
4,1.49439e+17,0.14879,
8,1.49439e+17,0.0961741,
16,1.49439e+17,0.105251,
1,1.49439e+17,0.505406,
2,1.49439e+17,0.269668,
4,1.49439e+17,0.150667,
8,1.49439e+17,0.121854,
16,1.49439e+17,0.0793609,
1,1.49439e+17,0.452475,
2,1.49439e+17,0.269815,
4,1.49439e+17,0.150844,
8,1.49439e+17,0.122802,
16,1.49439e+17,0.0934859,
