Num,Result,Time,
16,2.28396e+12,0.00617284,
1,2.28396e+12,0.0019185,
2,2.28396e+12,0.00117797,
4,2.28396e+12,0.00262291,
8,2.28396e+12,0.00154702,
16,2.28396e+12,0.00388639,
1,2.28396e+12,0.00190399,
2,2.28396e+12,0.00107336,
4,2.28396e+12,0.00277042,
8,2.28396e+12,0.00352034,
16,2.28396e+12,0.00393339,
1,2.28396e+12,0.00189774,
2,2.28396e+12,0.00107855,
4,2.28396e+12,0.00276399,
8,2.28396e+12,0.00354364,
16,2.28396e+12,0.00459537,
1,2.28396e+12,0.0019037,
2,2.28396e+12,0.00107262,
4,2.28396e+12,0.00212404,
8,2.28396e+12,0.00352066,
16,2.28396e+12,0.00593245,
1,2.28396e+12,0.00132858,
2,2.28396e+12,0.0010665,
4,2.28396e+12,0.00128973,
8,2.28396e+12,0.00357511,
16,2.28396e+12,0.00386818,
1,2.28396e+12,0.0014844,
2,2.28396e+12,0.00107069,
4,2.28396e+12,0.00264907,
8,2.28396e+12,0.0042571,
16,2.28396e+12,0.00457855,
1,2.28396e+12,0.00157016,
2,2.28396e+12,0.0010669,
4,2.28396e+12,0.00274533,
8,2.28396e+12,0.00356255,
16,2.28396e+12,0.00588161,
1,2.28396e+12,0.00190249,
2,2.28396e+12,0.00108892,
4,2.28396e+12,0.00263031,
8,2.28396e+12,0.00415184,
16,2.28396e+12,0.00458666,
1,2.28396e+12,0.00189106,
2,2.28396e+12,0.0010613,
4,2.28396e+12,0.00262135,
8,2.28396e+12,0.000838246,
16,2.28396e+12,0.00587064,
1,2.28396e+12,0.00135028,
2,2.28396e+12,0.000765951,
4,2.28396e+12,0.00166828,
8,2.28396e+12,0.00368974,
16,2.28396e+12,0.00568053,
1,2.28396e+12,0.00203204,
2,2.28396e+12,0.0010468,
4,2.28396e+12,0.002098,
8,2.28396e+12,0.0022364,
16,2.28396e+12,0.0058812,
1,2.28396e+12,0.00190349,
2,2.28396e+12,0.00104987,
4,2.28396e+12,0.00207083,
8,2.28396e+12,0.00218686,
16,2.28396e+12,0.00390313,
1,2.28396e+12,0.00191967,
2,2.28396e+12,0.00101208,
4,2.28396e+12,0.00206525,
8,2.28396e+12,0.0035002,
16,2.28396e+12,0.00467553,
1,2.28396e+12,0.0019421,
2,2.28396e+12,0.00102137,
4,2.28396e+12,0.00215414,
8,2.28396e+12,0.00361486,
16,2.28396e+12,0.00632728,
1,2.28396e+12,0.00190393,
2,2.28396e+12,0.00101623,
4,2.28396e+12,0.000929762,
8,2.28396e+12,0.00365462,
16,2.28396e+12,0.00637546,
1,2.28396e+12,0.00191859,
2,2.28396e+12,0.00104668,
4,2.28396e+12,0.00200725,
8,2.28396e+12,0.00208615,
16,2.28396e+12,0.00386245,
1,2.28396e+12,0.00193084,
2,2.28396e+12,0.00102254,
4,2.28396e+12,0.00216762,
8,2.28396e+12,0.00355578,
16,2.28396e+12,0.00462945,
1,2.28396e+12,0.00192814,
2,2.28396e+12,0.00102033,
4,2.28396e+12,0.00220714,
8,2.28396e+12,0.00354657,
16,2.28396e+12,0.0046013,
1,2.28396e+12,0.00147003,
2,2.28396e+12,0.000826467,
4,2.28396e+12,0.00199561,
8,2.28396e+12,0.00155719,
16,2.28396e+12,0.00637782,
1,2.28396e+12,0.00141257,
2,2.28396e+12,0.000789715,
4,2.28396e+12,0.00123637,
8,2.28396e+12,0.00369224,
16,2.28396e+12,0.00461907,
1,2.28396e+12,0.00155577,
2,2.28396e+12,0.000797482,
4,2.28396e+12,0.00196855,
8,2.28396e+12,0.00077319,
16,2.28396e+12,0.00599699,
1,2.28396e+12,0.00190275,
2,2.28396e+12,0.00111259,
4,2.28396e+12,0.00205214,
8,2.28396e+12,0.00220104,
16,2.28396e+12,0.0060558,
1,2.28396e+12,0.0019024,
2,2.28396e+12,0.00104202,
4,2.28396e+12,0.00203281,
8,2.28396e+12,0.00225702,
16,2.28396e+12,0.00383731,
1,2.28396e+12,0.00191806,
2,2.28396e+12,0.0010239,
4,2.28396e+12,0.00197935,
8,2.28396e+12,0.00357852,
16,2.28396e+12,0.00496357,
1,2.28396e+12,0.00192051,
2,2.28396e+12,0.00101702,
4,2.28396e+12,0.00200163,
8,2.28396e+12,0.00358947,
16,2.28396e+12,0.00487225,
1,2.28396e+12,0.00192516,
2,2.28396e+12,0.00101965,
4,2.28396e+12,0.001967,
8,2.28396e+12,0.00254602,
16,2.28396e+12,0.002732,
1,2.28396e+12,0.00193612,
2,2.28396e+12,0.00114626,
4,2.28396e+12,0.00203753,
8,2.28396e+12,0.00368125,
16,2.28396e+12,0.00386637,
1,2.28396e+12,0.00134913,
2,2.28396e+12,0.000854606,
4,2.28396e+12,0.0019061,
8,2.28396e+12,0.00172248,
16,2.28396e+12,0.00603198,
1,2.28396e+12,0.00143317,
2,2.28396e+12,0.00080058,
4,2.28396e+12,0.00163613,
8,2.28396e+12,0.00367082,
16,2.28396e+12,0.00370196,
1,2.28396e+12,0.00132113,
2,2.28396e+12,0.000915965,
4,2.28396e+12,0.00187949,
8,2.28396e+12,0.00192777,
16,2.28396e+12,0.00605675,
