NumThreads,Result,Time,
1,8.07964e+11,0.0881342,
2,8.07964e+11,0.0580028,
4,8.07964e+11,0.0291752,
8,8.07964e+11,0.0163681,
16,8.07964e+11,0.0088711,
1,8.07964e+11,0.0600858,
2,8.07964e+11,0.0580433,
4,8.07964e+11,0.0319822,
8,8.07964e+11,0.0169717,
16,8.07964e+11,0.00901371,
1,8.07964e+11,0.0549334,
2,8.07964e+11,0.058472,
4,8.07964e+11,0.0316041,
8,8.07964e+11,0.0168339,
16,8.07964e+11,0.00913309,
1,8.07964e+11,0.0553021,
2,8.07964e+11,0.0585421,
4,8.07964e+11,0.0317259,
8,8.07964e+11,0.0168298,
16,8.07964e+11,0.0090015,
1,8.07964e+11,0.0551425,
2,8.07964e+11,0.0579414,
4,8.07964e+11,0.0318904,
8,8.07964e+11,0.0167715,
16,8.07964e+11,0.00901844,
1,8.07964e+11,0.0549656,
2,8.07964e+11,0.0576533,
4,8.07964e+11,0.0316327,
8,8.07964e+11,0.0167364,
16,8.07964e+11,0.00903341,
1,8.07964e+11,0.0549158,
2,8.07964e+11,0.0581018,
4,8.07964e+11,0.0320188,
8,8.07964e+11,0.0169164,
16,8.07964e+11,0.00906737,
1,8.07964e+11,0.0547951,
2,8.07964e+11,0.0573178,
4,8.07964e+11,0.0316302,
8,8.07964e+11,0.0168345,
16,8.07964e+11,0.00899907,
1,8.07964e+11,0.055115,
2,8.07964e+11,0.0548489,
4,8.07964e+11,0.0319796,
8,8.07964e+11,0.0168637,
16,8.07964e+11,0.00909305,
1,8.07964e+11,0.0599688,
2,8.07964e+11,0.0580876,
4,8.07964e+11,0.0310185,
8,8.07964e+11,0.0168419,
16,8.07964e+11,0.00899718,
1,8.07964e+11,0.058275,
2,8.07964e+11,0.0589704,
4,8.07964e+11,0.0315647,
8,8.07964e+11,0.0169457,
16,8.07964e+11,0.00872316,
1,8.07964e+11,0.0604123,
2,8.07964e+11,0.0574244,
4,8.07964e+11,0.0317219,
8,8.07964e+11,0.0171083,
16,8.07964e+11,0.00909464,
1,8.07964e+11,0.0548329,
2,8.07964e+11,0.057725,
4,8.07964e+11,0.0315434,
8,8.07964e+11,0.0170123,
16,8.07964e+11,0.0090356,
1,8.07964e+11,0.054512,
2,8.07964e+11,0.058473,
4,8.07964e+11,0.0323,
8,8.07964e+11,0.0169784,
16,8.07964e+11,0.00896063,
1,8.07964e+11,0.0546116,
2,8.07964e+11,0.0580416,
4,8.07964e+11,0.0314419,
8,8.07964e+11,0.0167073,
16,8.07964e+11,0.00901628,
1,8.07964e+11,0.0549268,
2,8.07964e+11,0.0583253,
4,8.07964e+11,0.0320222,
8,8.07964e+11,0.0170431,
16,8.07964e+11,0.00904224,
1,8.07964e+11,0.055054,
2,8.07964e+11,0.0584152,
4,8.07964e+11,0.0319843,
8,8.07964e+11,0.01694,
16,8.07964e+11,0.0090484,
1,8.07964e+11,0.0580064,
2,8.07964e+11,0.0569739,
4,8.07964e+11,0.0308053,
8,8.07964e+11,0.0167124,
16,8.07964e+11,0.00911141,
1,8.07964e+11,0.0633237,
2,8.07964e+11,0.0584132,
4,8.07964e+11,0.0314913,
8,8.07964e+11,0.0167083,
16,8.07964e+11,0.00905061,
1,8.07964e+11,0.0549681,
2,8.07964e+11,0.0579245,
4,8.07964e+11,0.0318599,
8,8.07964e+11,0.0168111,
16,8.07964e+11,0.0091347,
1,8.07964e+11,0.0642698,
2,8.07964e+11,0.0583045,
4,8.07964e+11,0.0318148,
8,8.07964e+11,0.0167635,
16,8.07964e+11,0.00897328,
1,8.07964e+11,0.0622348,
2,8.07964e+11,0.0577727,
4,8.07964e+11,0.031503,
8,8.07964e+11,0.0166386,
16,8.07964e+11,0.00913872,
1,8.07964e+11,0.0800371,
2,8.07964e+11,0.0584151,
4,8.07964e+11,0.0318532,
8,8.07964e+11,0.0168223,
16,8.07964e+11,0.00902857,
1,8.07964e+11,0.0865263,
2,8.07964e+11,0.0580378,
4,8.07964e+11,0.0320374,
8,8.07964e+11,0.0170759,
16,8.07964e+11,0.00898058,
1,8.07964e+11,0.0773462,
2,8.07964e+11,0.0573963,
4,8.07964e+11,0.0313219,
8,8.07964e+11,0.0166265,
16,8.07964e+11,0.00896499,
1,8.07964e+11,0.0762688,
