Num Threads,Result,Time,1,8.07964e+11,0.0258223,
2,8.07964e+11,0.0137067,
4,8.07964e+11,0.0080836,
8,8.07964e+11,0.0044887,
16,8.07964e+11,0.0111206,
1,8.07964e+11,0.0197753,
2,8.07964e+11,0.0136356,
4,8.07964e+11,0.00942736,
8,8.07964e+11,0.0116927,
16,8.07964e+11,0.00667789,
1,8.07964e+11,0.0257441,
2,8.07964e+11,0.0126247,
4,8.07964e+11,0.00705434,
8,8.07964e+11,0.0088228,
16,8.07964e+11,0.00724375,
1,8.07964e+11,0.0188233,
2,8.07964e+11,0.0122332,
4,8.07964e+11,0.00865987,
8,8.07964e+11,0.00676157,
16,8.07964e+11,0.00935228,
1,8.07964e+11,0.0253147,
2,8.07964e+11,0.0125977,
4,8.07964e+11,0.00901818,
8,8.07964e+11,0.00728324,
16,8.07964e+11,0.0122083,
1,8.07964e+11,0.0190082,
2,8.07964e+11,0.0122839,
4,8.07964e+11,0.00930521,
8,8.07964e+11,0.00919989,
16,8.07964e+11,0.00859173,
1,8.07964e+11,0.017779,
2,8.07964e+11,0.0121143,
4,8.07964e+11,0.00760116,
8,8.07964e+11,0.00607822,
16,8.07964e+11,0.00911817,
1,8.07964e+11,0.0116153,
2,8.07964e+11,0.00808855,
4,8.07964e+11,0.00755295,
8,8.07964e+11,0.00835108,
16,8.07964e+11,0.010055,
1,8.07964e+11,0.0228237,
2,8.07964e+11,0.0104265,
4,8.07964e+11,0.00904589,
8,8.07964e+11,0.00831983,
16,8.07964e+11,0.00763532,
1,8.07964e+11,0.0156688,
2,8.07964e+11,0.00779558,
4,8.07964e+11,0.00836872,
8,8.07964e+11,0.00620637,
16,8.07964e+11,0.00584821,
1,8.07964e+11,0.015358,
2,8.07964e+11,0.0116754,
4,8.07964e+11,0.00912844,
8,8.07964e+11,0.00649882,
16,8.07964e+11,0.00598724,
1,8.07964e+11,0.0167322,
2,8.07964e+11,0.00869166,
4,8.07964e+11,0.00707082,
8,8.07964e+11,0.0061006,
16,8.07964e+11,0.00771819,
1,8.07964e+11,0.015569,
2,8.07964e+11,0.00787378,
4,8.07964e+11,0.00661105,
8,8.07964e+11,0.00655249,
16,8.07964e+11,0.00494679,
1,8.07964e+11,0.0154337,
2,8.07964e+11,0.00783909,
4,8.07964e+11,0.00796293,
8,8.07964e+11,0.00869933,
16,8.07964e+11,0.009182,
1,8.07964e+11,0.021855,
2,8.07964e+11,0.00894587,
4,8.07964e+11,0.00819794,
8,8.07964e+11,0.00755306,
16,8.07964e+11,0.0111946,
1,8.07964e+11,0.0170627,
2,8.07964e+11,0.0112751,
4,8.07964e+11,0.00897616,
8,8.07964e+11,0.00618842,
16,8.07964e+11,0.0084561,
1,8.07964e+11,0.0154086,
2,8.07964e+11,0.0116421,
4,8.07964e+11,0.00799803,
8,8.07964e+11,0.00829036,
16,8.07964e+11,0.00305354,
1,8.07964e+11,0.0153984,
2,8.07964e+11,0.0117769,
4,8.07964e+11,0.00993246,
8,8.07964e+11,0.0084119,
16,8.07964e+11,0.00751751,
1,8.07964e+11,0.0159044,
2,8.07964e+11,0.0103605,
4,8.07964e+11,0.00643661,
8,8.07964e+11,0.005965,
16,8.07964e+11,0.00819218,
1,8.07964e+11,0.0157112,
2,8.07964e+11,0.0135049,
4,8.07964e+11,0.00892635,
8,8.07964e+11,0.00868601,
16,8.07964e+11,0.00739217,
1,8.07964e+11,0.0159858,
2,8.07964e+11,0.010965,
4,8.07964e+11,0.00897226,
8,8.07964e+11,0.00852166,
16,8.07964e+11,0.00883673,
1,8.07964e+11,0.0188761,
2,8.07964e+11,0.0132779,
4,8.07964e+11,0.00944245,
8,8.07964e+11,0.00838821,
16,8.07964e+11,0.0117357,
1,8.07964e+11,0.0210205,
2,8.07964e+11,0.00991489,
4,8.07964e+11,0.00825195,
8,8.07964e+11,0.00764651,
16,8.07964e+11,0.00618561,
1,8.07964e+11,0.0186657,
2,8.07964e+11,0.00916222,
4,8.07964e+11,0.00769571,
8,8.07964e+11,0.00549027,
16,8.07964e+11,0.005451,
1,8.07964e+11,0.0153881,
2,8.07964e+11,0.0081977,
4,8.07964e+11,0.0085921,
8,8.07964e+11,0.00620629,
16,8.07964e+11,0.00658579,
1,8.07964e+11,0.0159327,
2,8.07964e+11,0.00786853,
4,8.07964e+11,0.00798406,
8,8.07964e+11,0.00651028,
16,8.07964e+11,0.00707052,
1,8.07964e+11,0.01914,
2,8.07964e+11,0.0099262,
4,8.07964e+11,0.00752464,
8,8.07964e+11,0.00712902,
16,8.07964e+11,0.00826322,
1,8.07964e+11,0.0167175,
2,8.07964e+11,0.0106541,
4,8.07964e+11,0.00837531,
8,8.07964e+11,0.00629991,
16,8.07964e+11,0.00515691,
1,8.07964e+11,0.0160172,
2,8.07964e+11,0.0108939,
4,8.07964e+11,0.0072381,
8,8.07964e+11,0.00600749,
16,8.07964e+11,0.0068546,
1,8.07964e+11,0.0221186,
2,8.07964e+11,0.0122772,
4,8.07964e+11,0.00993637,
8,8.07964e+11,0.0095352,
16,8.07964e+11,0.00620496,
1,8.07964e+11,0.0244324,
2,8.07964e+11,0.0108328,
4,8.07964e+11,0.00888273,
8,8.07964e+11,0.00558491,
16,8.07964e+11,0.00552518,
1,8.07964e+11,0.0176923,
2,8.07964e+11,0.00826158,
4,8.07964e+11,0.00642066,
8,8.07964e+11,0.00587967,
16,8.07964e+11,0.00737055,
1,8.07964e+11,0.0153802,
2,8.07964e+11,0.0117345,
4,8.07964e+11,0.00950396,
8,8.07964e+11,0.00543037,
16,8.07964e+11,0.00649372,
1,8.07964e+11,0.0158795,
2,8.07964e+11,0.0089227,
4,8.07964e+11,0.00847373,
8,8.07964e+11,0.00484818,
16,8.07964e+11,0.00633056,
1,8.07964e+11,0.0153815,
2,8.07964e+11,0.00947755,
4,8.07964e+11,0.00765831,
8,8.07964e+11,0.00609166,
16,8.07964e+11,0.00697945,
1,8.07964e+11,0.0153691,
2,8.07964e+11,0.0090004,
4,8.07964e+11,0.00863323,
8,8.07964e+11,0.00832176,
16,8.07964e+11,0.00716268,
1,8.07964e+11,0.0153747,
2,8.07964e+11,0.00965488,
4,8.07964e+11,0.0075928,
8,8.07964e+11,0.00888726,
16,8.07964e+11,0.00430593,
1,8.07964e+11,0.0153616,
2,8.07964e+11,0.0111805,
4,8.07964e+11,0.00828206,
8,8.07964e+11,0.00664841,
16,8.07964e+11,0.00328357,
1,8.07964e+11,0.015868,
2,8.07964e+11,0.0115519,
4,8.07964e+11,0.0118475,
8,8.07964e+11,0.00723124,
16,8.07964e+11,0.0134909,
1,8.07964e+11,0.0156589,
2,8.07964e+11,0.00870577,
4,8.07964e+11,0.00892976,
8,8.07964e+11,0.00772166,
16,8.07964e+11,0.00516608,
1,8.07964e+11,0.015403,
2,8.07964e+11,0.00780358,
4,8.07964e+11,0.00840735,
8,8.07964e+11,0.00582826,
16,8.07964e+11,0.00738033,
1,8.07964e+11,0.0153923,
2,8.07964e+11,0.00872924,
4,8.07964e+11,0.00727814,
8,8.07964e+11,0.00547137,
16,8.07964e+11,0.00629521,
1,8.07964e+11,0.0153997,
2,8.07964e+11,0.0100358,
4,8.07964e+11,0.00698766,
8,8.07964e+11,0.00473809,
16,8.07964e+11,0.00680328,
1,8.07964e+11,0.0221001,
2,8.07964e+11,0.0126185,
4,8.07964e+11,0.00989282,
8,8.07964e+11,0.0103016,
16,8.07964e+11,0.00956259,
1,8.07964e+11,0.0157016,
2,8.07964e+11,0.0100101,
4,8.07964e+11,0.00895494,
8,8.07964e+11,0.00751871,
16,8.07964e+11,0.0061579,
1,8.07964e+11,0.0231638,
