NumThreads,Result,Time,
1,1.49439e+17,2.37857,
2,1.49439e+17,1.29866,
4,1.49439e+17,0.779401,
8,1.49439e+17,0.44567,
16,1.49439e+17,0.37985,
1,1.49439e+17,2.43743,
2,1.49439e+17,1.32429,
4,1.49439e+17,0.76705,
8,1.49439e+17,0.421596,
16,1.49439e+17,0.394119,
1,1.49439e+17,2.71549,
2,1.49439e+17,1.61464,
4,1.49439e+17,0.981292,
8,1.49439e+17,0.654578,
16,1.49439e+17,0.361199,
1,1.49439e+17,2.43639,
2,1.49439e+17,1.14207,
4,1.49439e+17,0.640081,
8,1.49439e+17,0.382381,
16,1.49439e+17,0.383548,
1,1.49439e+17,2.45766,
2,1.49439e+17,1.15874,
4,1.49439e+17,0.756006,
8,1.49439e+17,0.384738,
16,1.49439e+17,0.375915,
1,1.49439e+17,2.44433,
2,1.49439e+17,1.15587,
4,1.49439e+17,0.771559,
8,1.49439e+17,0.421156,
16,1.49439e+17,0.395226,
1,1.49439e+17,2.50351,
2,1.49439e+17,1.2905,
4,1.49439e+17,0.769918,
8,1.49439e+17,0.421576,
16,1.49439e+17,0.373224,
1,1.49439e+17,2.46426,
2,1.49439e+17,1.29673,
4,1.49439e+17,0.775979,
8,1.49439e+17,0.397924,
16,1.49439e+17,0.368249,
1,1.49439e+17,2.26668,
2,1.49439e+17,1.15252,
4,1.49439e+17,0.770438,
8,1.49439e+17,0.382671,
16,1.49439e+17,0.375273,
1,1.49439e+17,2.25581,
2,1.49439e+17,1.14985,
4,1.49439e+17,0.753876,
8,1.49439e+17,0.385078,
16,1.49439e+17,0.367115,
1,1.49439e+17,2.42731,
2,1.49439e+17,1.14527,
4,1.49439e+17,0.781954,
8,1.49439e+17,0.382107,
16,1.49439e+17,0.366689,
1,1.49439e+17,2.39055,
2,1.49439e+17,1.1569,
4,1.49439e+17,0.766053,
8,1.49439e+17,0.408447,
16,1.49439e+17,0.395924,
1,1.49439e+17,2.40708,
2,1.49439e+17,1.30867,
4,1.49439e+17,0.768535,
8,1.49439e+17,0.442224,
16,1.49439e+17,0.370283,
1,1.49439e+17,2.46557,
2,1.49439e+17,1.31122,
4,1.49439e+17,0.762843,
8,1.49439e+17,0.425761,
16,1.49439e+17,0.39585,
1,1.49439e+17,2.29581,
2,1.49439e+17,1.30671,
4,1.49439e+17,0.755313,
8,1.49439e+17,0.384323,
16,1.49439e+17,0.358475,
1,1.49439e+17,2.29465,
2,1.49439e+17,1.15132,
4,1.49439e+17,0.756655,
8,1.49439e+17,0.422782,
16,1.49439e+17,0.404608,
1,1.49439e+17,2.25795,
2,1.49439e+17,1.30283,
4,1.49439e+17,0.75562,
8,1.49439e+17,0.422705,
16,1.49439e+17,0.383705,
1,1.49439e+17,2.24378,
2,1.49439e+17,1.29225,
4,1.49439e+17,0.75362,
8,1.49439e+17,0.422376,
16,1.49439e+17,0.395764,
1,1.49439e+17,2.22821,
2,1.49439e+17,1.29768,
4,1.49439e+17,0.75462,
8,1.49439e+17,0.419302,
16,1.49439e+17,0.401154,
1,1.49439e+17,2.245,
2,1.49439e+17,1.30422,
4,1.49439e+17,0.759138,
8,1.49439e+17,0.423432,
16,1.49439e+17,0.379501,
1,1.49439e+17,2.88982,
2,1.49439e+17,1.30718,
4,1.49439e+17,0.754901,
8,1.49439e+17,0.419463,
16,1.49439e+17,0.373754,
1,1.49439e+17,2.24358,
2,1.49439e+17,1.30679,
4,1.49439e+17,0.766292,
8,1.49439e+17,0.421217,
16,1.49439e+17,0.390598,
1,1.49439e+17,2.21118,
2,1.49439e+17,1.30566,
4,1.49439e+17,0.764691,
8,1.49439e+17,0.381017,
16,1.49439e+17,0.379045,
1,1.49439e+17,2.40618,
2,1.49439e+17,1.14574,
4,1.49439e+17,0.756609,
8,1.49439e+17,0.420745,
16,1.49439e+17,0.380694,
1,1.49439e+17,2.39153,
2,1.49439e+17,1.31013,
4,1.49439e+17,0.641405,
8,1.49439e+17,0.419661,
16,1.49439e+17,0.397068,
1,1.49439e+17,2.20034,
2,1.49439e+17,1.29413,
4,1.49439e+17,0.754187,
8,1.49439e+17,0.419742,
16,1.49439e+17,0.379367,
1,1.49439e+17,2.25523,
2,1.49439e+17,1.1463,
4,1.49439e+17,0.754803,
8,1.49439e+17,0.419508,
16,1.49439e+17,0.368748,
1,1.49439e+17,2.2949,
2,1.49439e+17,1.15625,
4,1.49439e+17,0.633712,
8,1.49439e+17,0.420074,
16,1.49439e+17,0.374942,
1,1.49439e+17,2.24887,
2,1.49439e+17,1.30775,
4,1.49439e+17,0.733066,
8,1.49439e+17,0.379093,
16,1.49439e+17,0.3878,
1,1.49439e+17,2.45046,
2,1.49439e+17,1.14808,
4,1.49439e+17,0.754637,
8,1.49439e+17,0.447596,
16,1.49439e+17,0.364628,
1,1.49439e+17,2.3236,
2,1.49439e+17,1.29954,
4,1.49439e+17,0.78014,
8,1.49439e+17,0.423924,
16,1.49439e+17,0.393426,
1,1.49439e+17,2.2878,
2,1.49439e+17,1.3152,
4,1.49439e+17,0.759701,
8,1.49439e+17,0.421028,
16,1.49439e+17,0.397286,
1,1.49439e+17,2.27137,
2,1.49439e+17,1.30253,
4,1.49439e+17,0.764292,
8,1.49439e+17,0.417536,
16,1.49439e+17,0.385785,
1,1.49439e+17,2.24975,
2,1.49439e+17,1.31489,
4,1.49439e+17,0.766525,
8,1.49439e+17,0.420898,
16,1.49439e+17,0.397155,
1,1.49439e+17,2.23986,
2,1.49439e+17,1.29303,
4,1.49439e+17,0.754156,
8,1.49439e+17,0.420785,
16,1.49439e+17,0.371062,
1,1.49439e+17,2.25918,
2,1.49439e+17,1.3243,
4,1.49439e+17,0.750504,
8,1.49439e+17,0.382231,
16,1.49439e+17,0.364218,
1,1.49439e+17,2.21946,
2,1.49439e+17,1.14795,
4,1.49439e+17,0.768461,
8,1.49439e+17,0.385312,
16,1.49439e+17,0.373089,
1,1.49439e+17,2.24169,
2,1.49439e+17,1.14407,
4,1.49439e+17,0.765691,
8,1.49439e+17,0.382906,
16,1.49439e+17,0.358731,
1,1.49439e+17,2.4334,
2,1.49439e+17,1.14827,
4,1.49439e+17,0.756543,
8,1.49439e+17,0.420606,
16,1.49439e+17,0.381027,
1,1.49439e+17,2.38741,
2,1.49439e+17,1.31031,
4,1.49439e+17,0.751055,
8,1.49439e+17,0.385873,
16,1.49439e+17,0.380211,
1,1.49439e+17,2.37605,
2,1.49439e+17,1.14614,
4,1.49439e+17,0.751115,
8,1.49439e+17,0.37924,
16,1.49439e+17,0.362243,
1,1.49439e+17,2.45578,
2,1.49439e+17,1.14263,
4,1.49439e+17,0.777072,
8,1.49439e+17,0.384574,
16,1.49439e+17,0.380524,
1,1.49439e+17,2.2401,
2,1.49439e+17,1.14679,
4,1.49439e+17,0.770502,
8,1.49439e+17,0.419342,
16,1.49439e+17,0.3987,
1,1.49439e+17,2.24684,
2,1.49439e+17,1.15242,
4,1.49439e+17,0.755762,
8,1.49439e+17,0.419699,
16,1.49439e+17,0.380487,
1,1.49439e+17,2.25499,
2,1.49439e+17,1.29519,
4,1.49439e+17,0.776272,
8,1.49439e+17,0.419615,
16,1.49439e+17,0.382924,
1,1.49439e+17,2.52086,
2,1.49439e+17,1.37029,
4,1.49439e+17,0.76651,
8,1.49439e+17,0.419191,
16,1.49439e+17,0.355706,
1,1.49439e+17,2.50629,
2,1.49439e+17,1.15165,
4,1.49439e+17,0.680013,
8,1.49439e+17,0.420711,
16,1.49439e+17,0.452119,
1,1.49439e+17,2.4476,
2,1.49439e+17,1.14338,
4,1.49439e+17,0.633468,
8,1.49439e+17,0.421575,
16,1.49439e+17,0.390492,
1,1.49439e+17,2.27061,
2,1.49439e+17,1.15173,
4,1.49439e+17,0.662272,
8,1.49439e+17,0.493524,
16,1.49439e+17,0.405428,
1,1.49439e+17,2.64027,
2,1.49439e+17,1.1483,
4,1.49439e+17,0.640096,
8,1.49439e+17,0.422355,
16,1.49439e+17,0.374673,
