Graph,NumThreads,Time,NumColors,
coPapersDBLP.mtx,1,0.150965,337
coPapersDBLP.mtx,2,0.210452,337
coPapersDBLP.mtx,4,0.190458,336
coPapersDBLP.mtx,8,0.113223,336
coPapersDBLP.mtx,16,0.089357,337
coPapersDBLP.mtx,1,0.155664,337
coPapersDBLP.mtx,2,0.220805,337
coPapersDBLP.mtx,4,0.206629,336
coPapersDBLP.mtx,8,0.0662564,337
coPapersDBLP.mtx,16,0.0391189,337
coPapersDBLP.mtx,1,0.0752976,337
coPapersDBLP.mtx,2,0.103588,337
coPapersDBLP.mtx,4,0.0982682,337
coPapersDBLP.mtx,8,0.0847753,337
coPapersDBLP.mtx,16,0.0520663,337
coPapersDBLP.mtx,1,0.0768041,337
coPapersDBLP.mtx,2,0.151544,337
coPapersDBLP.mtx,4,0.0985868,337
coPapersDBLP.mtx,8,0.0669454,337
coPapersDBLP.mtx,16,0.0554356,337
coPapersDBLP.mtx,1,0.0764225,337
coPapersDBLP.mtx,2,0.151541,337
coPapersDBLP.mtx,4,0.0984805,337
coPapersDBLP.mtx,8,0.0653983,337
coPapersDBLP.mtx,16,0.0412864,337
coPapersDBLP.mtx,1,0.0782128,337
coPapersDBLP.mtx,2,0.150216,337
coPapersDBLP.mtx,4,0.128299,337
coPapersDBLP.mtx,8,0.0667407,337
coPapersDBLP.mtx,16,0.0630456,337
coPapersDBLP.mtx,1,0.0771186,337
coPapersDBLP.mtx,2,0.103557,337
coPapersDBLP.mtx,4,0.0983932,337
coPapersDBLP.mtx,8,0.0656786,337
coPapersDBLP.mtx,16,0.0542084,337
coPapersDBLP.mtx,1,0.0756003,337
coPapersDBLP.mtx,2,0.151781,337
coPapersDBLP.mtx,4,0.0980797,337
coPapersDBLP.mtx,8,0.0649038,337
coPapersDBLP.mtx,16,0.0529019,337
coPapersDBLP.mtx,1,0.0763741,337
coPapersDBLP.mtx,2,0.161959,337
coPapersDBLP.mtx,4,0.0988751,337
coPapersDBLP.mtx,8,0.0844107,337
coPapersDBLP.mtx,16,0.0532142,337
coPapersDBLP.mtx,1,0.0738556,337
coPapersDBLP.mtx,2,0.151561,337
coPapersDBLP.mtx,4,0.0988089,337
coPapersDBLP.mtx,8,0.0633151,340
coPapersDBLP.mtx,16,0.010334,337
rmat-b.mtx,1,2.61293,85
rmat-b.mtx,2,4.99363,86
rmat-b.mtx,4,3.67075,88
rmat-b.mtx,8,2.67482,92
rmat-b.mtx,16,1.93579,94
rmat-b.mtx,1,2.73292,85
rmat-b.mtx,2,5.27406,86
rmat-b.mtx,4,3.87606,89
rmat-b.mtx,8,2.49579,92
rmat-b.mtx,16,1.84347,95
rmat-b.mtx,1,2.73795,85
rmat-b.mtx,2,5.18659,85
rmat-b.mtx,4,3.82977,88
rmat-b.mtx,8,2.76862,91
rmat-b.mtx,16,1.9922,96
rmat-b.mtx,1,2.67346,85
rmat-b.mtx,2,5.10282,85
rmat-b.mtx,4,3.34089,87
rmat-b.mtx,8,2.51641,91
rmat-b.mtx,16,1.85484,95
rmat-b.mtx,1,2.68577,85
rmat-b.mtx,2,5.07932,86
rmat-b.mtx,4,3.76977,89
rmat-b.mtx,8,2.72404,92
rmat-b.mtx,16,1.9687,95
rmat-b.mtx,1,2.75259,85
rmat-b.mtx,2,5.27429,87
rmat-b.mtx,4,3.87909,88
rmat-b.mtx,8,2.77994,91
rmat-b.mtx,16,1.86968,95
rmat-b.mtx,1,2.74216,85
rmat-b.mtx,2,5.21723,86
rmat-b.mtx,4,3.86804,88
rmat-b.mtx,8,2.47722,92
rmat-b.mtx,16,1.82576,96
rmat-b.mtx,1,2.67273,85
rmat-b.mtx,2,5.13235,86
rmat-b.mtx,4,3.30649,88
rmat-b.mtx,8,2.45759,91
rmat-b.mtx,16,1.79198,93
rmat-b.mtx,1,2.70226,85
rmat-b.mtx,2,3.46427,87
rmat-b.mtx,4,3.82006,88
rmat-b.mtx,8,2.7424,92
rmat-b.mtx,16,1.9705,95
rmat-b.mtx,1,2.74279,85
rmat-b.mtx,2,5.21098,86
rmat-b.mtx,4,3.84636,88
rmat-b.mtx,8,2.48129,91
rmat-b.mtx,16,1.82328,95
rmat-er.mtx,1,4.21026,11
rmat-er.mtx,2,6.57609,11
rmat-er.mtx,4,3.72359,11
rmat-er.mtx,8,2.00633,12
rmat-er.mtx,16,1.19232,11
rmat-er.mtx,1,4.09534,11
rmat-er.mtx,2,4.30589,12
rmat-er.mtx,4,3.10366,11
rmat-er.mtx,8,1.72392,11
rmat-er.mtx,16,1.12478,12
rmat-er.mtx,1,4.13831,11
rmat-er.mtx,2,6.52357,11
rmat-er.mtx,4,3.62898,12
rmat-er.mtx,8,1.96906,11
rmat-er.mtx,16,1.20864,12
rmat-er.mtx,1,4.2156,11
rmat-er.mtx,2,6.59825,11
rmat-er.mtx,4,3.72737,11
rmat-er.mtx,8,2.17029,11
rmat-er.mtx,16,1.27631,11
rmat-er.mtx,1,4.08919,11
rmat-er.mtx,2,6.44124,11
rmat-er.mtx,4,3.02373,12
rmat-er.mtx,8,1.93046,11
rmat-er.mtx,16,1.16657,11
rmat-er.mtx,1,4.06212,11
rmat-er.mtx,2,4.27418,11
rmat-er.mtx,4,3.13478,11
rmat-er.mtx,8,1.68223,11
rmat-er.mtx,16,1.13836,11
rmat-er.mtx,1,4.21741,11
rmat-er.mtx,2,6.59014,11
rmat-er.mtx,4,3.65051,11
rmat-er.mtx,8,2.00069,11
rmat-er.mtx,16,1.27198,12
rmat-er.mtx,1,4.1916,11
rmat-er.mtx,2,6.80139,11
rmat-er.mtx,4,5.57865,11
rmat-er.mtx,8,2.94146,11
rmat-er.mtx,16,1.48009,11
rmat-er.mtx,1,4.07945,11
rmat-er.mtx,2,6.43274,11
rmat-er.mtx,4,3.66276,12
rmat-er.mtx,8,2.0307,11
rmat-er.mtx,16,1.26351,11
rmat-er.mtx,1,4.14738,11
rmat-er.mtx,2,6.96439,11
rmat-er.mtx,4,3.53651,11
rmat-er.mtx,8,1.65368,11
rmat-er.mtx,16,1.16629,12
europe_osm.mtx,1,1.43802,5
europe_osm.mtx,2,1.228,5
europe_osm.mtx,4,0.775364,5
europe_osm.mtx,8,0.677877,5
europe_osm.mtx,16,0.530134,5
europe_osm.mtx,1,1.30702,5
europe_osm.mtx,2,1.20304,5
europe_osm.mtx,4,0.770568,5
europe_osm.mtx,8,0.462134,5
europe_osm.mtx,16,0.314478,5
europe_osm.mtx,1,1.30821,5
europe_osm.mtx,2,1.2176,5
europe_osm.mtx,4,0.720612,5
europe_osm.mtx,8,0.43361,5
europe_osm.mtx,16,0.521751,5
europe_osm.mtx,1,1.29962,5
europe_osm.mtx,2,1.20235,5
europe_osm.mtx,4,1.03819,5
europe_osm.mtx,8,0.660878,5
europe_osm.mtx,16,0.325192,5
europe_osm.mtx,1,1.32197,5
europe_osm.mtx,2,1.20406,5
europe_osm.mtx,4,0.975599,5
europe_osm.mtx,8,0.629422,5
europe_osm.mtx,16,0.580054,5
europe_osm.mtx,1,1.31276,5
europe_osm.mtx,2,1.20855,5
europe_osm.mtx,4,0.687613,5
europe_osm.mtx,8,0.62797,5
europe_osm.mtx,16,0.465458,5
europe_osm.mtx,1,1.29516,5
europe_osm.mtx,2,1.20012,5
europe_osm.mtx,4,0.756884,5
europe_osm.mtx,8,0.681235,5
europe_osm.mtx,16,0.54626,5
europe_osm.mtx,1,1.298,5
europe_osm.mtx,2,1.19857,5
europe_osm.mtx,4,0.766512,5
europe_osm.mtx,8,0.647706,5
europe_osm.mtx,16,0.483682,5
europe_osm.mtx,1,1.30636,5
europe_osm.mtx,2,1.20529,5
europe_osm.mtx,4,0.700223,5
europe_osm.mtx,8,0.451902,5
europe_osm.mtx,16,0.580465,5
europe_osm.mtx,1,0.986556,5
europe_osm.mtx,2,1.14151,5
europe_osm.mtx,4,0.704112,5
europe_osm.mtx,8,0.434657,5
europe_osm.mtx,16,0.588412,5
wiki-topcats.mtx,1,0.132911,61
wiki-topcats.mtx,2,0.266411,60
wiki-topcats.mtx,4,0.249619,59
wiki-topcats.mtx,8,0.163846,61
wiki-topcats.mtx,16,0.114675,64
wiki-topcats.mtx,1,0.136815,61
wiki-topcats.mtx,2,0.357951,60
wiki-topcats.mtx,4,0.189006,61
wiki-topcats.mtx,8,0.163936,59
wiki-topcats.mtx,16,0.120612,62
wiki-topcats.mtx,1,0.135351,61
wiki-topcats.mtx,2,0.311704,61
wiki-topcats.mtx,4,0.241027,60
wiki-topcats.mtx,8,0.160869,58
wiki-topcats.mtx,16,0.122184,62
wiki-topcats.mtx,1,0.137961,61
wiki-topcats.mtx,2,0.267533,59
wiki-topcats.mtx,4,0.24038,60
wiki-topcats.mtx,8,0.160297,58
wiki-topcats.mtx,16,0.116568,62
wiki-topcats.mtx,1,0.133196,61
wiki-topcats.mtx,2,0.357666,60
wiki-topcats.mtx,4,0.215776,60
wiki-topcats.mtx,8,0.158336,59
wiki-topcats.mtx,16,0.108528,61
wiki-topcats.mtx,1,0.133853,61
wiki-topcats.mtx,2,0.363505,60
wiki-topcats.mtx,4,0.31985,62
wiki-topcats.mtx,8,0.188242,60
wiki-topcats.mtx,16,0.113484,65
wiki-topcats.mtx,1,0.134637,61
wiki-topcats.mtx,2,0.528742,62
wiki-topcats.mtx,4,0.225032,62
wiki-topcats.mtx,8,0.183163,61
wiki-topcats.mtx,16,0.117325,62
wiki-topcats.mtx,1,0.137212,61
wiki-topcats.mtx,2,0.52665,59
wiki-topcats.mtx,4,0.321271,61
wiki-topcats.mtx,8,0.186483,59
wiki-topcats.mtx,16,0.131399,64
wiki-topcats.mtx,1,0.134393,61
wiki-topcats.mtx,2,0.513102,61
wiki-topcats.mtx,4,0.325343,61
wiki-topcats.mtx,8,0.132836,59
wiki-topcats.mtx,16,0.134216,63
wiki-topcats.mtx,1,0.135075,61
wiki-topcats.mtx,2,0.357672,60
wiki-topcats.mtx,4,0.27823,60
wiki-topcats.mtx,8,0.157909,58
wiki-topcats.mtx,16,0.103845,60
