Graph,NumThreads,Time,NumColors,
coPapersDBLP.mtx,1,0.0470066,337
coPapersDBLP.mtx,2,0.138453,337
coPapersDBLP.mtx,4,0.0956121,337
coPapersDBLP.mtx,8,0.0653028,337
coPapersDBLP.mtx,16,0.0492983,337
coPapersDBLP.mtx,1,0.0451141,337
coPapersDBLP.mtx,2,0.0657568,337
coPapersDBLP.mtx,4,0.0905732,337
coPapersDBLP.mtx,8,0.0640616,337
coPapersDBLP.mtx,16,0.0421103,337
coPapersDBLP.mtx,1,0.0479821,337
coPapersDBLP.mtx,2,0.0923224,337
coPapersDBLP.mtx,4,0.0939645,337
coPapersDBLP.mtx,8,0.0836309,337
coPapersDBLP.mtx,16,0.0569488,337
coPapersDBLP.mtx,1,0.0476388,337
coPapersDBLP.mtx,2,0.0870703,337
coPapersDBLP.mtx,4,0.0896664,337
coPapersDBLP.mtx,8,0.0831171,337
coPapersDBLP.mtx,16,0.0690845,337
coPapersDBLP.mtx,1,0.0477345,337
coPapersDBLP.mtx,2,0.116518,337
coPapersDBLP.mtx,4,0.0929071,337
coPapersDBLP.mtx,8,0.0648557,337
coPapersDBLP.mtx,16,0.0506847,337
coPapersDBLP.mtx,1,0.0458012,337
coPapersDBLP.mtx,2,0.134092,337
coPapersDBLP.mtx,4,0.0919144,337
coPapersDBLP.mtx,8,0.064295,337
coPapersDBLP.mtx,16,0.0551459,337
coPapersDBLP.mtx,1,0.0457025,337
coPapersDBLP.mtx,2,0.133486,337
coPapersDBLP.mtx,4,0.0913769,337
coPapersDBLP.mtx,8,0.0817912,337
coPapersDBLP.mtx,16,0.0461072,337
coPapersDBLP.mtx,1,0.0454628,337
coPapersDBLP.mtx,2,0.133668,337
coPapersDBLP.mtx,4,0.116705,337
coPapersDBLP.mtx,8,0.0785884,337
coPapersDBLP.mtx,16,0.0555534,337
coPapersDBLP.mtx,1,0.0458252,337
coPapersDBLP.mtx,2,0.0906969,337
coPapersDBLP.mtx,4,0.0919736,337
coPapersDBLP.mtx,8,0.0645457,337
coPapersDBLP.mtx,16,0.0456118,337
coPapersDBLP.mtx,1,0.0456407,337
coPapersDBLP.mtx,2,0.136955,337
coPapersDBLP.mtx,4,0.0919796,337
coPapersDBLP.mtx,8,0.0636255,337
coPapersDBLP.mtx,16,0.0912176,336
rmat-b.mtx,1,1.75075,85
rmat-b.mtx,2,3.48907,85
