Graph,NumThreads,Time,NumColors,
coPapersDBLP.mtx,2,0.0700855,337
coPapersDBLP.mtx,4,0.0634048,337
coPapersDBLP.mtx,8,0.0437051,336
coPapersDBLP.mtx,16,0.0317038,337
coPapersDBLP.mtx,2,0.0695811,337
coPapersDBLP.mtx,4,0.0532595,337
coPapersDBLP.mtx,8,0.0557997,336
coPapersDBLP.mtx,16,0.0329875,337
coPapersDBLP.mtx,2,0.0702898,337
coPapersDBLP.mtx,4,0.063098,337
coPapersDBLP.mtx,8,0.0446557,337
coPapersDBLP.mtx,16,0.0409422,336
coPapersDBLP.mtx,2,0.0707578,337
coPapersDBLP.mtx,4,0.0500304,337
coPapersDBLP.mtx,8,0.0436322,337
coPapersDBLP.mtx,16,0.0367259,339
coPapersDBLP.mtx,2,0.0693594,337
coPapersDBLP.mtx,4,0.0623749,337
coPapersDBLP.mtx,8,0.0535521,336
coPapersDBLP.mtx,16,0.0355245,337
coPapersDBLP.mtx,2,0.0844892,337
coPapersDBLP.mtx,4,0.0629286,337
coPapersDBLP.mtx,8,0.0456789,337
coPapersDBLP.mtx,16,0.0378679,337
coPapersDBLP.mtx,2,0.0878657,337
coPapersDBLP.mtx,4,0.0637204,337
coPapersDBLP.mtx,8,0.0449069,337
coPapersDBLP.mtx,16,0.0390239,337
coPapersDBLP.mtx,2,0.0706019,337
coPapersDBLP.mtx,4,0.0561677,337
coPapersDBLP.mtx,8,0.0433013,337
coPapersDBLP.mtx,16,0.0325581,337
coPapersDBLP.mtx,2,0.0687517,337
coPapersDBLP.mtx,4,0.064227,337
coPapersDBLP.mtx,8,0.0342267,337
coPapersDBLP.mtx,16,0.0329929,336
coPapersDBLP.mtx,2,0.0696368,337
coPapersDBLP.mtx,4,0.0623455,337
coPapersDBLP.mtx,8,0.0453294,337
coPapersDBLP.mtx,16,0.0372543,336
rmat-b.mtx,2,2.82404,86
rmat-b.mtx,4,2.0893,88
rmat-b.mtx,8,1.50771,91
rmat-b.mtx,16,1.30664,94
rmat-b.mtx,2,3.16304,85
rmat-b.mtx,4,2.04343,87
rmat-b.mtx,8,1.47361,88
rmat-b.mtx,16,1.1458,92
rmat-b.mtx,2,3.75379,86
rmat-b.mtx,4,1.88769,87
rmat-b.mtx,8,1.95226,92
rmat-b.mtx,16,1.347,94
rmat-b.mtx,2,2.78224,85
rmat-b.mtx,4,1.95391,88
rmat-b.mtx,8,1.46304,90
rmat-b.mtx,16,1.10636,93
rmat-b.mtx,2,2.68776,86
rmat-b.mtx,4,2.22871,88
rmat-b.mtx,8,1.48664,90
rmat-b.mtx,16,1.15192,95
rmat-b.mtx,2,3.14216,87
rmat-b.mtx,4,2.25037,88
rmat-b.mtx,8,2.29533,92
rmat-b.mtx,16,1.28708,94
rmat-b.mtx,2,3.17063,87
rmat-b.mtx,4,2.22265,88
rmat-b.mtx,8,1.68512,90
rmat-b.mtx,16,1.22719,96
rmat-b.mtx,2,2.65728,85
rmat-b.mtx,4,1.91817,87
rmat-b.mtx,8,1.4183,89
rmat-b.mtx,16,1.06362,93
rmat-b.mtx,2,2.72055,86
rmat-b.mtx,4,2.06345,88
rmat-b.mtx,8,1.63795,90
rmat-b.mtx,16,1.25868,93
rmat-b.mtx,2,2.70566,85
rmat-b.mtx,4,1.91107,87
rmat-b.mtx,8,1.4815,91
rmat-b.mtx,16,1.08313,93
rmat-er.mtx,2,3.45812,11
rmat-er.mtx,4,2.14315,11
rmat-er.mtx,8,1.43732,11
rmat-er.mtx,16,0.806474,11
rmat-er.mtx,2,3.36152,11
rmat-er.mtx,4,2.10736,11
rmat-er.mtx,8,1.29369,12
rmat-er.mtx,16,0.883452,12
rmat-er.mtx,2,3.68821,11
rmat-er.mtx,4,2.03255,11
rmat-er.mtx,8,1.25571,11
rmat-er.mtx,16,0.858799,11
rmat-er.mtx,2,3.6292,11
rmat-er.mtx,4,2.08307,12
rmat-er.mtx,8,1.34582,11
rmat-er.mtx,16,0.875396,11
rmat-er.mtx,2,3.30509,11
rmat-er.mtx,4,2.20948,11
rmat-er.mtx,8,1.33946,11
rmat-er.mtx,16,0.868048,11
rmat-er.mtx,2,3.3329,11
rmat-er.mtx,4,2.1092,11
rmat-er.mtx,8,1.30969,12
rmat-er.mtx,16,0.811107,12
rmat-er.mtx,2,3.47068,11
rmat-er.mtx,4,2.06914,12
rmat-er.mtx,8,1.33048,11
rmat-er.mtx,16,0.854333,11
rmat-er.mtx,2,3.37099,11
rmat-er.mtx,4,2.19996,11
rmat-er.mtx,8,1.28123,11
rmat-er.mtx,16,0.873871,11
rmat-er.mtx,2,3.4147,11
rmat-er.mtx,4,2.1223,11
rmat-er.mtx,8,1.28638,12
rmat-er.mtx,16,0.890189,12
rmat-er.mtx,2,3.3196,11
rmat-er.mtx,4,2.17299,11
rmat-er.mtx,8,1.23893,11
rmat-er.mtx,16,0.875258,11
europe_osm.mtx,2,1.34305,5
europe_osm.mtx,4,1.10464,5
europe_osm.mtx,8,0.968401,5
europe_osm.mtx,16,0.828679,5
europe_osm.mtx,2,1.37023,5
europe_osm.mtx,4,1.07851,5
europe_osm.mtx,8,0.871685,5
europe_osm.mtx,16,0.817342,5
europe_osm.mtx,2,1.38692,5
europe_osm.mtx,4,1.13365,5
europe_osm.mtx,8,0.851181,5
europe_osm.mtx,16,0.858122,5
europe_osm.mtx,2,1.22474,5
europe_osm.mtx,4,1.19068,5
europe_osm.mtx,8,0.914008,5
europe_osm.mtx,16,0.858035,5
europe_osm.mtx,2,1.28108,5
europe_osm.mtx,4,1.16133,5
europe_osm.mtx,8,0.827423,5
europe_osm.mtx,16,0.859292,5
europe_osm.mtx,2,1.20328,5
europe_osm.mtx,4,1.13855,5
europe_osm.mtx,8,0.953036,5
europe_osm.mtx,16,0.905723,5
europe_osm.mtx,2,1.40886,5
europe_osm.mtx,4,1.13836,5
europe_osm.mtx,8,0.850696,5
europe_osm.mtx,16,0.842508,5
europe_osm.mtx,2,1.21671,5
europe_osm.mtx,4,1.18424,5
europe_osm.mtx,8,0.919631,5
europe_osm.mtx,16,0.722837,5
europe_osm.mtx,2,1.40622,5
europe_osm.mtx,4,1.14085,5
europe_osm.mtx,8,1.00928,5
europe_osm.mtx,16,0.718974,5
europe_osm.mtx,2,1.28343,5
europe_osm.mtx,4,1.20567,5
europe_osm.mtx,8,0.886184,5
europe_osm.mtx,16,0.75301,5
wiki-topcats.mtx,2,0.330892,61
wiki-topcats.mtx,4,0.228201,60
wiki-topcats.mtx,8,0.17355,62
wiki-topcats.mtx,16,0.083775,61
wiki-topcats.mtx,2,0.304179,62
wiki-topcats.mtx,4,0.24419,61
wiki-topcats.mtx,8,0.1501,61
wiki-topcats.mtx,16,0.119507,62
wiki-topcats.mtx,2,0.311793,62
wiki-topcats.mtx,4,0.235725,59
wiki-topcats.mtx,8,0.150887,62
wiki-topcats.mtx,16,0.121285,65
wiki-topcats.mtx,2,0.345438,62
wiki-topcats.mtx,4,0.24036,60
wiki-topcats.mtx,8,0.147927,61
wiki-topcats.mtx,16,0.111324,62
wiki-topcats.mtx,2,0.346126,61
wiki-topcats.mtx,4,0.237254,59
wiki-topcats.mtx,8,0.1641,63
wiki-topcats.mtx,16,0.12473,63
wiki-topcats.mtx,2,0.312648,61
wiki-topcats.mtx,4,0.241506,58
wiki-topcats.mtx,8,0.150768,63
wiki-topcats.mtx,16,0.114409,62
wiki-topcats.mtx,2,0.260011,60
wiki-topcats.mtx,4,0.238318,60
wiki-topcats.mtx,8,0.170992,62
wiki-topcats.mtx,16,0.125679,64
wiki-topcats.mtx,2,0.338877,61
wiki-topcats.mtx,4,0.235586,60
wiki-topcats.mtx,8,0.165256,63
wiki-topcats.mtx,16,0.134523,62
wiki-topcats.mtx,2,0.229063,61
wiki-topcats.mtx,4,0.242429,62
wiki-topcats.mtx,8,0.165521,62
wiki-topcats.mtx,16,0.129541,61
wiki-topcats.mtx,2,0.324459,62
wiki-topcats.mtx,4,0.241958,59
wiki-topcats.mtx,8,0.164983,62
wiki-topcats.mtx,16,0.130649,62
